Gene,Coefficient_x,Odds Ratio,Coefficient_y,Absolute_Coefficient
FCRL5,0.005569717,1.005585256,0.000832244,0.000832244
CCNB1,0.005561808,1.005577304,0.000652716,0.000652716
HOXA9,0.005559686,1.005575169,0.000959985,0.000959985
BMF,0.00555906,1.005574541,0.000673542,0.000673542
SMIM22,0.005556632,1.005572099,0.001007907,0.001007907
COL9A3,0.005548512,1.005563934,0.000691558,0.000691558
ARPC1A,0.005546337,1.005561746,0.000744172,0.000744172
LPCAT1,0.005536808,1.005552165,0.000736992,0.000736992
CRY1,0.005536085,1.005551437,0.000878207,0.000878207
HMOX1,0.005534861,1.005550207,0.000428804,0.000428804
ALDH1B1,0.005512393,1.005527615,0.000906642,0.000906642
C2orf72,0.005500206,1.00551536,0.000734077,0.000734077
SLC8A1,0.005495458,1.005510586,0.000949488,0.000949488
F12,0.005481158,1.005496207,0.000940247,0.000940247
RGS4,0.005476968,1.005491994,0.000637336,0.000637336
RIMS4,0.005475253,1.005490269,0.000913231,0.000913231
PAQR8,0.005474347,1.005489358,0.000783426,0.000783426
AURKA,0.005464151,1.005479106,0.000789826,0.000789826
PDE4A,0.005454187,1.005469089,0.000897962,0.000897962
TPSAB1,0.00545252,1.005467412,0.000715524,0.000715524
CUX2,0.005428287,1.005443047,0.001314127,0.001314127
KIAA1841,0.005425265,1.005440008,0.000690266,0.000690266
PIM1,0.005421574,1.005436297,0.000700222,0.000700222
ISG15,0.00540193,1.005416547,0.000425743,0.000425743
TACSTD2,0.005400733,1.005415343,0.001030424,0.001030424
CXCL10,0.005397367,1.005411959,0.000378251,0.000378251
FCRLA,0.005397146,1.005411737,0.001176832,0.001176832
GLRX2,0.005395297,1.005409878,0.000820226,0.000820226
LYPD6B,0.005392201,1.005406765,0.000742931,0.000742931
TTC39A,0.005388048,1.005402589,0.000574744,0.000574744
LTB4R,0.005383323,1.005397839,0.000880006,0.000880006
CDKN1B,0.005378597,1.005393088,0.001010531,0.001010531
CA9,0.005377665,1.005392151,0.000708044,0.000708044
ARHGAP22,0.005375912,1.005390388,0.0008008,0.0008008
B4GALNT1,0.005371604,1.005386057,0.000648705,0.000648705
SPON2,0.005370873,1.005385322,0.000883442,0.000883442
NEK5,0.005365496,1.005379916,0.000945602,0.000945602
MYPOP,0.00536235,1.005376753,0.000806202,0.000806202
IRF7,0.00535972,1.005374109,0.000707711,0.000707711
GAS2L3,0.00535494,1.005369304,0.000564789,0.000564789
VASP,0.005350692,1.005365033,0.000735629,0.000735629
IFRD1,0.005349357,1.005363691,0.000708902,0.000708902
LAT2,0.005337507,1.005351777,0.00065711,0.00065711
SERPINH1,0.005326116,1.005340325,0.000733417,0.000733417
TBX5,0.005319913,1.005334089,0.000791795,0.000791795
LAG3,0.005309746,1.005323868,0.000559091,0.000559091
ITGAD,0.005306307,1.00532041,0.000712313,0.000712313
KIFC1,0.005303702,1.005317792,0.000509795,0.000509795
CDKN1A,0.005300984,1.005315059,0.000869471,0.000869471
DNAH5,0.005298511,1.005312573,0.00091568,0.00091568
RTN4RL2,0.005294701,1.005308743,0.00096818,0.00096818
VWA1,0.00528159,1.005295562,0.000780646,0.000780646
SLAMF7,0.00527247,1.005286394,0.000535003,0.000535003
LRRC25,0.005272216,1.005286139,0.000537145,0.000537145
NRIP1,0.005259576,1.005273432,0.001065962,0.001065962
MAP4K1,0.005259015,1.005272868,0.000845563,0.000845563
F13A1,0.005256952,1.005270794,0.000510287,0.000510287
MN1,0.005256172,1.00527001,0.000800596,0.000800596
TPBG,0.005253111,1.005266933,0.000763117,0.000763117
GRHL3,0.005250198,1.005264004,0.000557404,0.000557404
PRR14,0.005249051,1.005262851,0.000777198,0.000777198
PAX6,0.005245767,1.00525955,0.000658179,0.000658179
RARRES1,0.005242631,1.005256398,0.000594875,0.000594875
SIAH2,0.005241127,1.005254886,0.00083981,0.00083981
PHTF2,0.005239308,1.005253057,0.000748292,0.000748292
TBXA2R,0.005237586,1.005251326,0.000838899,0.000838899
LIMD2,0.005233498,1.005247217,0.000673393,0.000673393
BMPR1B,0.005232435,1.005246148,0.000431118,0.000431118
ALDH1L2,0.005230363,1.005244065,0.000811833,0.000811833
CHST6,0.00521371,1.005227325,0.000527012,0.000527012
TMEM147,0.005211156,1.005224758,0.000729129,0.000729129
CHD4,0.00520091,1.005214458,0.000694211,0.000694211
TNFRSF9,0.005195708,1.005209229,0.000777859,0.000777859
FAM91A1,0.005192958,1.005206465,0.000703677,0.000703677
RNASE6,0.005189093,1.00520258,0.000665137,0.000665137
POLH,0.005189012,1.005202498,0.000780769,0.000780769
SLC22A18,0.005185481,1.005198949,0.000869488,0.000869488
NUF2,0.00518194,1.00519539,0.000525625,0.000525625
FANCE,0.005176835,1.005190258,0.000804838,0.000804838
SPATS2L,0.00517259,1.005185991,0.000860105,0.000860105
CRTC2,0.005163957,1.005177313,0.000791128,0.000791128
CYP1B1,0.005159449,1.005172781,0.000846365,0.000846365
DERL3,0.005153205,1.005166505,0.000479144,0.000479144
SLC17A5,0.005153028,1.005166328,0.00077343,0.00077343
SYNGR2,0.005150823,1.005164112,0.000831082,0.000831082
TNFRSF4,0.005150253,1.005163538,0.000855346,0.000855346
TRPV6,0.005148567,1.005161844,0.000513106,0.000513106
MFHAS1,0.005147342,1.005160613,0.000709683,0.000709683
MANBA,0.005146212,1.005159476,0.000774838,0.000774838
CCR2,0.005146175,1.00515944,0.000723993,0.000723993
FOXF2,0.005139905,1.005153137,0.000886616,0.000886616
PLAC8,0.005139398,1.005152628,0.000769009,0.000769009
OTX1,0.005138292,1.005151516,0.000884198,0.000884198
LTBP1,0.005130386,1.005143569,0.000822764,0.000822764
NFATC4,0.005124454,1.005137607,0.000765877,0.000765877
VHL,0.005121954,1.005135094,0.000659833,0.000659833
CDKN2B,0.005120971,1.005134106,0.000867146,0.000867146
COX8A,0.005119709,1.005132837,0.000810616,0.000810616
KREMEN2,0.005116112,1.005129221,0.000864462,0.000864462
TTC32,0.005115631,1.005128738,0.001021578,0.001021578
PAXBP1,0.005108668,1.00512174,0.000798725,0.000798725
GPR180,0.005105697,1.005118754,0.000898269,0.000898269
KDELR3,0.00510563,1.005118686,0.000514104,0.000514104
COL11A2,0.005104674,1.005117725,0.000634849,0.000634849
ZNF703,0.005102475,1.005115515,0.000979226,0.000979226
SLC20A1,0.005097785,1.005110801,0.000626191,0.000626191
DONSON,0.005096445,1.005109454,0.00053802,0.00053802
TNFSF4,0.0050956,1.005108605,0.000755498,0.000755498
JTB,0.005091894,1.00510488,0.000695506,0.000695506
LRRN2,0.005068879,1.005081748,0.000883504,0.000883504
TRIP13,0.005068721,1.005081589,0.000688069,0.000688069
F8A1,0.005066062,1.005078916,0.000799566,0.000799566
STX1A,0.005061247,1.005074076,0.000668984,0.000668984
C1D,0.005058974,1.005071792,0.000734171,0.000734171
TXLNB,0.005056975,1.005069783,0.000695595,0.000695595
KIF14,0.005055393,1.005068193,0.00063447,0.00063447
INTS8,0.005053821,1.005066613,0.000752664,0.000752664
LRFN3,0.005052263,1.005065047,0.000805431,0.000805431
POLE2,0.005050844,1.005063621,0.00068227,0.00068227
LMO7,0.005046917,1.005059674,0.000645004,0.000645004
CBLC,0.005046793,1.00505955,0.00066169,0.00066169
PDE8B,0.005044601,1.005057346,0.001204589,0.001204589
SCRG1,0.005040232,1.005052955,0.000582492,0.000582492
KRT16,0.005040102,1.005052824,0.000948529,0.000948529
JMJD6,0.005038646,1.005051362,0.000738853,0.000738853
ULK4,0.005035067,1.005047765,0.001023472,0.001023472
PLK1,0.005031296,1.005043975,0.000576729,0.000576729
PTPRU,0.005029932,1.005042603,0.000803156,0.000803156
SCAND1,0.00502818,1.005040843,0.000759317,0.000759317
QPCTL,0.005026831,1.005039487,0.000720807,0.000720807
FOXRED2,0.005025516,1.005038165,0.000796774,0.000796774
NHSL1,0.005024985,1.005037631,0.000877211,0.000877211
RNF19B,0.00502464,1.005037284,0.000720686,0.000720686
CD7,0.005021296,1.005033923,0.0007319,0.0007319
SEL1L3,0.005020298,1.005032921,0.000618956,0.000618956
EVI2B,0.005019606,1.005032226,0.000786675,0.000786675
SLC16A3,0.00501891,1.005031526,0.000580028,0.000580028
MAGOH,0.005010666,1.00502324,0.000701115,0.000701115
CYP20A1,0.005010165,1.005022737,0.000792679,0.000792679
CPT1A,0.005006759,1.005019314,0.000870024,0.000870024
CIT,0.005005376,1.005017923,0.000721774,0.000721774
USP21,0.005003268,1.005015805,0.00065318,0.00065318
GNG4,0.00500156,1.005014089,0.00060137,0.00060137
ST7,0.005000271,1.005012793,0.000769816,0.000769816
WIPF1,0.004996396,1.005008899,0.000797644,0.000797644
SYTL4,0.004992014,1.005004495,0.001019686,0.001019686
BIVM,0.004991399,1.005003877,0.000769901,0.000769901
PPP1R13L,0.004990367,1.00500284,0.000770022,0.000770022
TK1,0.004985219,1.004997666,0.000771548,0.000771548
CXADR,0.00497483,1.004987225,0.000848733,0.000848733
ANG,0.004969027,1.004981393,0.000761866,0.000761866
NAPB,0.004967372,1.00497973,0.000918345,0.000918345
F11R,0.004965335,1.004977683,0.000612046,0.000612046
RTKN2,0.004965116,1.004977463,0.000660848,0.000660848
SNX16,0.004959346,1.004971664,0.000727696,0.000727696
SAMD1,0.004959055,1.004971371,0.00067868,0.00067868
CEP70,0.004957865,1.004970176,0.000603987,0.000603987
ZNF358,0.004953475,1.004965764,0.000722407,0.000722407
LINGO1,0.004952908,1.004965194,0.000984202,0.000984202
SLC52A3,0.004952238,1.00496452,0.000930382,0.000930382
SH2D1A,0.004950171,1.004962444,0.000692419,0.000692419
RABAC1,0.00494559,1.00495784,0.000741683,0.000741683
DSCC1,0.004944448,1.004956692,0.000691442,0.000691442
C11orf96,0.004943441,1.00495568,0.000815833,0.000815833
SPC24,0.004942993,1.00495523,0.000622501,0.000622501
IQGAP3,0.004942885,1.004955121,0.000643033,0.000643033
TPRA1,0.004940827,1.004953053,0.000788853,0.000788853
PRPF3,0.004939239,1.004951457,0.00068589,0.00068589
LYPD5,0.004934691,1.004946887,0.000544349,0.000544349
SLC6A9,0.004929268,1.004941437,0.000404053,0.000404053
HSF4,0.00492252,1.004934656,0.000806724,0.000806724
NUP85,0.004915478,1.004927578,0.000653912,0.000653912
TMEM30B,0.004914403,1.004926498,0.00080273,0.00080273
SRSF1,0.004914105,1.004926199,0.000672323,0.000672323
SHOX2,0.00490492,1.004916969,0.000877001,0.000877001
CHST11,0.00490319,1.00491523,0.000507589,0.000507589
N4BP3,0.004901241,1.004913271,0.000687683,0.000687683
RMI1,0.004900313,1.00491234,0.000703642,0.000703642
SF3B4,0.004898677,1.004910695,0.000639394,0.000639394
PPDPF,0.004895761,1.004907765,0.000762824,0.000762824
MYO1G,0.004893294,1.004905286,0.00074069,0.00074069
RUNX2,0.004893187,1.004905179,0.000726175,0.000726175
PLEKHO1,0.004883622,1.004895566,0.000515224,0.000515224
TMEM52,0.004878216,1.004890134,0.000758174,0.000758174
DEGS2,0.004874114,1.004886012,0.00088445,0.00088445
DNAH14,0.004871588,1.004883473,0.000571844,0.000571844
NAA16,0.004870208,1.004882087,0.00086195,0.00086195
EBPL,0.004867565,1.004879431,0.000874971,0.000874971
FAM155A,0.004865011,1.004876865,0.000873017,0.000873017
PSAT1,0.004863113,1.004874957,0.000639758,0.000639758
KIF4A,0.004862865,1.004874708,0.000577452,0.000577452
ZIC1,0.004862501,1.004874342,0.000571303,0.000571303
RFC4,0.004861526,1.004873362,0.000546517,0.000546517
CYB5R2,0.004857626,1.004869443,0.000766552,0.000766552
GALNS,0.004856854,1.004868668,0.000740691,0.000740691
CDC7,0.004856774,1.004868587,0.000561146,0.000561146
SDC1,0.004855553,1.00486736,0.000641359,0.000641359
PRAM1,0.004850928,1.004862713,0.000735966,0.000735966
C1orf54,0.004847337,1.004859105,0.000653118,0.000653118
SKIDA1,0.004845275,1.004857032,0.000701317,0.000701317
TREM1,0.004844315,1.004856068,0.000470398,0.000470398
CD79A,0.004843831,1.004855581,0.000863928,0.000863928
ANKRD13D,0.004841509,1.004853248,0.000669656,0.000669656
SMC6,0.004841377,1.004853115,0.000702138,0.000702138
IRF2BP2,0.004839432,1.004851161,0.000778374,0.000778374
TFR2,0.004837043,1.004848761,0.000550519,0.000550519
IER3IP1,0.00482532,1.00483698,0.000570623,0.000570623
GABPB2,0.004822753,1.004834401,0.000665273,0.000665273
SRP9,0.004822205,1.004833851,0.000530888,0.000530888
PBX3,0.00481996,1.004831594,0.000608108,0.000608108
SLC2A10,0.004817368,1.00482899,0.000630515,0.000630515
FAAH,0.004815158,1.004826769,0.000742453,0.000742453
LMAN2L,0.004812874,1.004824475,0.000718416,0.000718416
SPP1,0.004812854,1.004824455,0.000285902,0.000285902
LIN7C,0.004807031,1.004818604,0.000711397,0.000711397
ORAI3,0.004805941,1.004817508,0.000882831,0.000882831
TEAD4,0.004805585,1.00481715,0.000601923,0.000601923
APOO,0.004802588,1.004814139,0.000585701,0.000585701
ADAP2,0.004795498,1.004807015,0.0004472,0.0004472
AEBP1,0.004795351,1.004806867,0.000614164,0.000614164
CCNB2,0.004794949,1.004806463,0.000641788,0.000641788
CLN3,0.004793292,1.004804798,0.000800495,0.000800495
NXF1,0.004791763,1.004803262,0.000806824,0.000806824
GSR,0.004791125,1.004802621,0.000982103,0.000982103
PREX1,0.004785957,1.004797428,0.00076298,0.00076298
DBF4,0.00478289,1.004794346,0.000632633,0.000632633
FZD8,0.004782283,1.004793736,0.000718365,0.000718365
IFT80,0.004777316,1.004788745,0.000647642,0.000647642
NPHP3,0.004772578,1.004783985,0.000828801,0.000828801
RBM14,0.004769501,1.004780893,0.000756666,0.000756666
RSPO4,0.004764625,1.004775994,0.000630182,0.000630182
CD163,0.004763042,1.004774403,0.00020274,0.00020274
MRC1,0.004761011,1.004772362,0.00036001,0.00036001
RCN2,0.004757283,1.004768617,0.000703998,0.000703998
SKA2,0.004756091,1.00476742,0.000686073,0.000686073
POLR2H,0.004754659,1.004765981,0.000610322,0.000610322
TMEM38B,0.004747726,1.004759014,0.000600797,0.000600797
HOXC4,0.004747484,1.004758771,0.000767874,0.000767874
ENDOD1,0.004745714,1.004756993,0.000794147,0.000794147
CDK2,0.004744701,1.004755975,0.000607537,0.000607537
HOOK3,0.004739961,1.004751213,0.000735415,0.000735415
PAK4,0.00473842,1.004749664,0.000695745,0.000695745
LSM4,0.004738246,1.004749489,0.000667806,0.000667806
ESRP2,0.004731017,1.004742226,0.000772785,0.000772785
BRI3,0.004729383,1.004740584,0.000667667,0.000667667
POC1A,0.004728375,1.004739572,0.00060839,0.00060839
SLAMF1,0.004725739,1.004736923,0.000830025,0.000830025
GOLT1A,0.004724952,1.004736132,0.000455115,0.000455115
PROSER2,0.004724772,1.004735951,0.000791091,0.000791091
GZMH,0.004720184,1.004731341,0.000754328,0.000754328
HOMER3,0.004719389,1.004730543,0.000573017,0.000573017
NKD2,0.004718715,1.004729866,0.000529844,0.000529844
NID2,0.004717767,1.004728913,0.000893078,0.000893078
LLGL2,0.00471773,1.004728876,0.000631151,0.000631151
SIPA1L3,0.004715871,1.004727008,0.000702996,0.000702996
IL2RB,0.00471472,1.004725852,0.000490535,0.000490535
IBSP,0.004713159,1.004724283,0.000579063,0.000579063
HOXA10,0.004712473,1.004723595,0.00078986,0.00078986
UNC93B1,0.004706413,1.004717506,0.000679221,0.000679221
GJC1,0.004706245,1.004717337,0.000774834,0.000774834
PEX13,0.004705818,1.004716908,0.000729081,0.000729081
TGIF1,0.004705448,1.004716536,0.00063482,0.00063482
GRM4,0.00470004,1.004711102,0.000649376,0.000649376
VCPKMT,0.004693316,1.004704347,0.000760175,0.000760175
C5AR1,0.004692624,1.004703652,0.000357713,0.000357713
THUMPD2,0.004690761,1.00470178,0.000796638,0.000796638
RIBC2,0.004690116,1.004701132,0.000651558,0.000651558
NSUN5,0.004686574,1.004697573,0.000684495,0.000684495
NDUFAF5,0.004683297,1.00469428,0.000680751,0.000680751
ABHD8,0.004683016,1.004693999,0.00073495,0.00073495
CLEC12A,0.004677769,1.004688727,0.000504445,0.000504445
PPT1,0.004675297,1.004686243,0.000586197,0.000586197
MXRA8,0.004672568,1.004683502,0.000819388,0.000819388
COMMD3,0.004670666,1.00468159,0.000650595,0.000650595
ZNF205,0.004662189,1.004673074,0.000796164,0.000796164
PHACTR4,0.004662094,1.004672978,0.000667018,0.000667018
POLR2I,0.004656577,1.004667436,0.000600046,0.000600046
C12orf60,0.004656456,1.004667314,0.000705398,0.000705398
CAMKMT,0.004655986,1.004666842,0.00087757,0.00087757
SLC9A5,0.004650851,1.004661683,0.000794591,0.000794591
CHORDC1,0.004647957,1.004658776,0.000655117,0.000655117
DEK,0.004643555,1.004654353,0.000620951,0.000620951
ENDOG,0.004639041,1.004649818,0.000879723,0.000879723
ARSB,0.004638987,1.004649764,0.000643863,0.000643863
CCKBR,0.004637565,1.004648335,0.000552942,0.000552942
TMC8,0.004634933,1.004645691,0.00067995,0.00067995
ARF1,0.004624651,1.004635361,0.000606459,0.000606459
TMEM251,0.004624577,1.004635287,0.000630966,0.000630966
IRF4,0.004622097,1.004632795,0.000741889,0.000741889
RNF122,0.004620969,1.004631662,0.000758102,0.000758102
C12orf57,0.004620413,1.004631103,0.000739532,0.000739532
ZBTB12,0.004614852,1.004625517,0.000787145,0.000787145
KLRB1,0.00460942,1.00462006,0.001074438,0.001074438
SEC61A2,0.004607299,1.004617929,0.000600264,0.000600264
RHBDF1,0.004604737,1.004615355,0.000754596,0.000754596
SLBP,0.004604402,1.004615019,0.000662735,0.000662735
DCLK2,0.004604277,1.004614893,0.000847714,0.000847714
ZNF444,0.004600257,1.004610855,0.000694702,0.000694702
C3AR1,0.004599904,1.0046105,0.0004175,0.0004175
ZDHHC13,0.004593351,1.004603916,0.000671286,0.000671286
CD28,0.004592555,1.004603117,0.000737666,0.000737666
CCDC142,0.004590109,1.00460066,0.00059713,0.00059713
C19orf38,0.004584724,1.00459525,0.000472665,0.000472665
GJB5,0.004582378,1.004592893,0.001032971,0.001032971
MAGOHB,0.004579901,1.004590405,0.000608381,0.000608381
NPAS2,0.004576909,1.004587399,0.000775402,0.000775402
SMAD7,0.004574084,1.004584561,0.00085409,0.00085409
MMP16,0.004565466,1.004575903,0.0008882,0.0008882
FAM229A,0.004558792,1.004569199,0.000767341,0.000767341
UBE2Q2,0.004558069,1.004568473,0.000703799,0.000703799
GINS1,0.004557128,1.004567527,0.000584588,0.000584588
ANO9,0.004555401,1.004565792,0.000733878,0.000733878
FAM110A,0.004553601,1.004563984,0.00070284,0.00070284
VTCN1,0.004548571,1.004558932,0.000561041,0.000561041
DOC2A,0.004545389,1.004555735,0.000743713,0.000743713
PGBD5,0.004545331,1.004555677,0.000498254,0.000498254
TSEN54,0.004545323,1.004555669,0.000584844,0.000584844
TSEN34,0.004540175,1.004550497,0.00060149,0.00060149
TMEM45A,0.004538147,1.00454846,0.000480189,0.000480189
PSMB3,0.004535307,1.004545607,0.000621357,0.000621357
FOXC1,0.004533425,1.004543717,0.000780991,0.000780991
RAE1,0.004527514,1.004537778,0.000739315,0.000739315
CKS2,0.004525566,1.004535822,0.000493895,0.000493895
PDIA5,0.004525224,1.004535478,0.000516556,0.000516556
WWTR1,0.00452168,1.004531919,0.000770411,0.000770411
GPX8,0.004520988,1.004531223,0.000540859,0.000540859
STAB1,0.004519835,1.004530065,0.000444849,0.000444849
TMEM161A,0.004516991,1.004527208,0.000716518,0.000716518
ZNF580,0.004515467,1.004525677,0.000770768,0.000770768
ARF4,0.00450797,1.004518146,0.000625894,0.000625894
NPNT,0.004506168,1.004516336,0.00106267,0.00106267
KDELR1,0.004505916,1.004516083,0.000624303,0.000624303
BCL2L12,0.004505008,1.004515171,0.000601732,0.000601732
FPR1,0.004497218,1.004507346,0.000317952,0.000317952
LRFN1,0.004494418,1.004504533,0.000864513,0.000864513
FAM167B,0.004490129,1.004500225,0.000640354,0.000640354
WDR62,0.004489428,1.004499521,0.000530478,0.000530478
KLK10,0.004483008,1.004493072,0.000940762,0.000940762
TMEM81,0.004478888,1.004488933,0.000695285,0.000695285
CLGN,0.004478872,1.004488917,0.000337517,0.000337517
SPC25,0.004477098,1.004487136,0.000503146,0.000503146
ASPHD2,0.004476399,1.004486433,0.000520593,0.000520593
GSTM1,0.004473835,1.004483858,0.000775572,0.000775572
PTPN12,0.004470045,1.00448005,0.000546849,0.000546849
RBM27,0.004468123,1.00447812,0.000719032,0.000719032
TNFAIP6,0.004466538,1.004476528,0.000679198,0.000679198
PTPRC,0.004464282,1.004474262,0.000601536,0.000601536
QPCT,0.004460129,1.00447009,0.000599587,0.000599587
SLC12A8,0.00445821,1.004468163,0.000578535,0.000578535
IL1B,0.004457646,1.004467596,0.000569396,0.000569396
MOCOS,0.004456239,1.004466183,0.000723526,0.000723526
PCID2,0.004451548,1.004461471,0.000674575,0.000674575
EMP2,0.004448354,1.004458262,0.000587426,0.000587426
GRAMD1A,0.004446893,1.004456795,0.000636335,0.000636335
